id,creationTimeSeconds,commentatorHandle,locale,text,rating
1214872,1730566558,arutsudar,en,"<div class=""ttypography""><p><code>Problem D</code> is kind of an extension of the Leetcode problem <code>spiral-matrix</code>.</p></div>",1
1214873,1730566559,mamalunga,en,"<div class=""ttypography""><p>Absolutely absurd.</p><p>Wasted so much time on C and btw Java's substring is O(N). How on earth is that even possible! Could've solved even D if it wasn't for this retarded language.</p></div>",-15
1214876,1730566613,kai-zen,en,"<div class=""ttypography""><p>For problem C can anyone please tell what is wrong with this solution: <a href=""https://codeforces.com/contest/2036/submission/289573290"">Submisssion</a></p></div>",0
1214877,1730566614,Ny_Algorit,en,"<div class=""ttypography""><p>F was very good about the idea I wonder if there any other solutions</p></div>",12
1214878,1730566625,vitorfariaa,en,"<div class=""ttypography""><p>implementation forces lol</p></div>",2
1214879,1730566627,mohassan.dev,en,"<div class=""ttypography""><p>yeah, I didn't understand what a layer is until I looked at the provided examples.</p></div>",0
1214880,1730566723,Aditya_Metkar,en,"<div class=""ttypography""><p>I spent wayyy too much time handling this Test Case lol<br /></p> <pre><code>51
43
</code></pre></div>",0
1214881,1730566724,mathtsai,en,"<div class=""ttypography""><p>pD and pC are exactly the same problem with annoying implement. No skill on pD, just implement, really bad problem.</p></div>",-3
1214882,1730566740,minuki646,en,"<div class=""ttypography""><p>I'm a happy man now after all the practice is actually paid off, result is yielded (I peaked my performance). Thanks for the div 3 contest.</p></div>",0
1214883,1730566748,de3d_inside,en,"<div class=""ttypography""><p>Implementation, Implementation and only Implementation.</p></div>",-11
1214884,1730566829,suprend,en,"<div class=""ttypography""><p>interesting F</p></div>",2
1214887,1730566874,suharius,en,"<div class=""ttypography""><p>probably your solution exceeds the requests limit</p></div>",0
1214888,1730566876,I_am_Noobieee,en,"<div class=""ttypography""><p>Implementation forces sucks... </p></div>",-8
1214889,1730566879,Ryukendo_18,en,"<div class=""ttypography""><p>I think the range is i-3 to i+3 you put &lt;i+3 making it i-3 to i+2</p></div>",0
1214890,1730566883,krism,en,"<div class=""ttypography""><p>G is interesting and difficult tbh.. <a href=""https://codeforces.com/contest/1999/problem/G2"">G2. Ruler (hard version)</a> didn't help me to come up with some useful thoughts..</p></div>",0
1214891,1730566883,blueslime,en,"<div class=""ttypography""><p>D was extremely annoying. It shouldn't have been a part of this contest, especially when spiral matrix (on leetcode) is such a well-known problem.</p></div>",-19
1214892,1730566883,Shoeib,en,"<div class=""ttypography""><p>D was too direct problem, and don't really requires anything other than some implementation skill. I think problems that only ask you to impelemnt something should be avoided in a rated round, or at least in Div.3 A,B.</p></div>",3
1214893,1730566884,minuki646,en,"<div class=""ttypography""><p>try out this test, it might help </p> <pre><code>1
1100100
9
4 0
4 1
7 0
7 1
7 0
1 0
2 0
3 1
4 0
</code></pre><p>The result is 3x YES, NO, 4x YES, NO</p></div>",1
1214895,1730566918,arutsudar,en,"<div class=""ttypography""><p>Can someone please explain what is expected in <code>Problem F</code>. <em>(I didn't quite get that expression itself)</em>. Thanks in advance.</p></div>",0
1214896,1730566985,PaciukZvichainyi,en,"<div class=""ttypography""><p>I also check this condition. Waiting for open tests to confirm that I am acoustic)</p></div>",0
1214898,1730567036,Marubozu_,en,"<div class=""ttypography""><p>ImplementationForces</p></div>",2
1214899,1730567062,Trumpsunderwear,en,"<div class=""ttypography""><p>.</p></div>",-7
1214900,1730567082,minuki646,en,"<div class=""ttypography""><p>If you know python, I give you my naive code that express the F problem (of course this is just naive approach)</p> <div class=""spoiler""><b class=""spoiler-title"">Code</b><div class=""spoiler-content"" style=""display: none;""><pre><code>for _ in range(int(input())):
    l, r, i, k = map(int, input().split())
    #naive
    mdl = 1&lt;&lt;i
    interesting_arr = []
    for x in range(l, r+1):
        if x % mdl != k % mdl:
            interesting_arr.append(x)
    print(interesting_arr)
    res = interesting_arr[0]
    n_res = len(interesting_arr)
    for j in range(1, n_res):
        res ^= interesting_arr[j]
    print(res)
</code></pre></div></div></div>",0
1214902,1730567186,coordinatebash,en,"<div class=""ttypography""><p>use binary search. OR operation result is always greater than both operands, so flow increases over each country within a region.</p></div>",1
1214903,1730567234,fluxx,en,"<div class=""ttypography""><p>Even though it is a well known problem, you couldn't get AC in one go, so there is something to learn even from problems like D. Stop crying and get better.</p></div>",38
1214904,1730567248,anishray042,en,"<div class=""ttypography""><p>Why to use substring which has O(N) TC. Just take 4 indices as per need as substring scans whole array I guess.</p></div>",0
1214905,1730567271,Alenygam,en,"<div class=""ttypography""><p>Problem F sucked.</p></div>",-15
1214906,1730567294,um_farouk,en,"<div class=""ttypography""><p>respects to the authors but my honest review is that the contest was 'senseless' and of less quality. I gave up when I saw C and D and realised you just need to write a bunch of code and waste lots of time debugging (you could say I have implementation skill issue). D was also soo similar to spiral matrix on leetcode. I just felt demotivated moving forward. </p><p>Maybe I have to work on my implementation but traversing a grid in some beautiful way does not improve my thinking.</p></div>",-2
1214907,1730567317,AliiM,en,"<div class=""ttypography""><p>BS forces</p></div>",0
1214908,1730567324,m_nature,en,"<div class=""ttypography""><p>Uhhh no. The problem is with your <code>n = new String(str);</code> in your TLE submission.</p></div>",0
1214909,1730567341,mamalunga,en,"<div class=""ttypography""><p>For the check afterwards if it makes or breaks the 1100s. Had to write it manually. </p></div>",-1
1214910,1730567346,AliiM,en,"<div class=""ttypography""><p>the contest was BS</p></div>",-8
1214911,1730567356,minuki646,en,"<div class=""ttypography""><p>use a map to contain the query of &quot;r&quot; changes, only check those columns to avoid TLE.</p></div>",0
1214912,1730567363,AliiM,en,"<div class=""ttypography""><p>the contest was BS</p></div>",7
1214913,1730567373,anishray042,en,"<div class=""ttypography""><p>Yes, I agree with you. We can't have contests as per our mood/need. Sometimes it balanced, sometimes it is implementation heavy sometime not...</p></div>",3
1214915,1730567510,mathmath33,en,"<div class=""ttypography""><p>BITWISE-forces :D</p></div>",0
1214916,1730567575,minuki646,en,"<div class=""ttypography""><p>So many people cry in math heavy contest (976 div2), greedy also cry (981 div3). Now implementation heavy also cry... (this contest)</p></div>",11
1214917,1730567622,Chess.Master,en,"<div class=""ttypography""><p>I appreciate the effort of the authors of this contest, But the problems were not that good, I feel like I didn't learn new things in this contest or even have fun while solving the problems as they were just implementation, and other problems were very standard problems. </p></div>",1
1214919,1730567783,islam231,en,"<div class=""ttypography""><p>How to solve C ? what is the best complexity ?</p></div>",-3
1214920,1730567787,infinitix,en,"<div class=""ttypography""><p>In Problem G, why is this (<a href=""https://codeforces.com/contest/2036/submission/289601805"">https://codeforces.com/contest/2036/submission/289601805</a>) code giving Idleness limit exceeded error?</p><p>I am flushing after each <code>cout</code>. Besides on my local compiler it is working fine (can it be possible an interactive problem messing up in submission verdict but working fine in local?)</p></div>",3
1214921,1730567989,louisjohns32,en,"<div class=""ttypography""><p>O(n+q) </p><p>I kept track of number of occurrences, and for each query checked if it would make or break an occurrence, by checking the bits around it. </p></div>",3
1214923,1730568081,kai-zen,en,"<div class=""ttypography""><p>Thanks, how did I not get that.</p></div>",0
1214924,1730568108,coordinatebash,en,"<div class=""ttypography""><p>I was accepted with O(N + Qlog(N+Q)) using set <a href=""/contest/2036/submission/289529638"" title=""Submission 289529638 by coordinatebash"">289529638</a></p></div>",0
1214925,1730568118,kai-zen,en,"<div class=""ttypography""><p>Did you come up on your own with this case?</p></div>",0
1214926,1730568148,Rohak,en,"<div class=""ttypography""><p>Influence of changing one bit only reaches a few segments of length 4, so each query can be processed in constant time after you have calculated the initial amount of 1100 in linear time.</p></div>",0
1214928,1730568205,SuperMo,en,"<div class=""ttypography""><p>it's just a contest out of millions next contest might be based on something else </p></div>",0
1214929,1730568235,minuki646,en,"<div class=""ttypography""><p>of course my own, you can see I have WAs at C... then I hack myself with this test case</p></div>",0
1214930,1730568259,mamalunga,en,"<div class=""ttypography""><p>Yeah haha, that was the issue thank you</p></div>",0
1214931,1730568307,Astroflexx,en,"<div class=""ttypography""><p><a href=""https://codeforces.com/contest/2036/submission/289597097"">Can anyone help me out why this is TLE for problem E?</a></p></div>",0
1214932,1730568420,minuki646,en,"<div class=""ttypography""><p>you create a vector of k in q queries -&gt; 10**10 complexity</p></div>",0
1214933,1730568421,Rohak,en,"<div class=""ttypography""><p>That's cuz I guess we can do it O(1) using range xor properties.</p></div>",1
1214934,1730568460,meeeet,en,"<div class=""ttypography""><p>implementationforces</p></div>",0
1214935,1730568568,minuki646,en,"<div class=""ttypography""><p>btw I like the way you solved E in 1 go then go back to D-C.. actually impressive which I can't do for a while (skimming problems then aim at better accuracy). For now I just doing problems in default order.</p></div>",0
1214936,1730568577,Aditya_Metkar,en,"<div class=""ttypography""><p>Dear Lord, now I understand the solutions for E<br /> You use bisect (Binary Search for Python) to get the valid ranges and then min-max them to get the answer<br /></p><p>This works because <code>OR operation result is always greater than both operands</code>.<br /> Cool way to approach it. Thanks :)</p></div>",0
1214938,1730568640,SuperMo,en,"<div class=""ttypography""><p>you are iterating over the whole K's in each query consider only what is mentioned in the current query </p></div>",0
1214939,1730568712,Filip1221,en,"<div class=""ttypography""><p>.</p></div>",0
1214940,1730568759,Aditya_Metkar,en,"<div class=""ttypography""><p>NGL, your solution for Problem-E scares me but I got the approach<br /> Thanks :)</p></div>",0
1214941,1730568777,m3tr0,en,"<div class=""ttypography""><p>In interactive tasks like this one (where you can either output a answer or terminate the program if the requests are exceeded) RE goes to WA, since the participant can terminate the program including throwing any exception.</p></div>",5
1214942,1730568798,coordinatebash,en,"<div class=""ttypography""><p>its div 3, I don't think you should necessarily need to understand advanced data structures to do well. As a noob im happy to get more implementation practice like this.</p></div>",2
1214943,1730568803,christmas964,en,"<div class=""ttypography""><p>Thank you very much for the contest.</p></div>",3
1214944,1730568809,alyosha,en,"<div class=""ttypography""><p>Can someone please help me why my submission for problem E isn't working. I spent a lot of time but wasn't able to figure it out.</p></div>",0
1214945,1730568821,Dontony,en,"<div class=""ttypography""><p>Nice problem F.(only problem which required thinking in A-F).</p></div>",5
1214946,1730568827,vitorfariaa,en,"<div class=""ttypography""><p>count the initial number of 1100 and for each query you just have to check 4 bits around the change</p></div>",0
1214947,1730568852,minuki646,en,"<div class=""ttypography""><p>I'm just a pupil who writes spaghetti code haha. Oh well at least you got the idea.</p></div>",0
1214948,1730568861,blueslime,en,"<div class=""ttypography""><p>If you had a little bit of brain, you'd try to think about what I'm inferring in my comment. The point I was making is that there's often a lot of cheating when popular pre-existing problems are put up in contests. That's all.</p></div>",-22
1214949,1730568958,aslezar,en,"<div class=""ttypography""><p>In <strong>Problem F</strong>, could someone please clarify the meaning of $$$x \not\equiv k \pmod{2^i}$$$?</p></div>",1
1214952,1730569099,m_nature,en,"<div class=""ttypography""><p>FYI, it's not considered cheating to refer to pre-existing sources on the internet in a Codeforces contest.</p></div>",11
1214953,1730569123,heWhoCooks,en,"<div class=""ttypography""><p>This is my solution — <a href=""https://pastebin.com/BCxvvJH8"">https://pastebin.com/BCxvvJH8</a>, my idea was to basically first find the XOR of all the numbers in the range [L,R], and then find the first &amp; last occurrence of number of type <code>x</code> , in the range [L,R]. Then observe if the count (number of such numbers in the range) is <code>odd then k contributes to XOR</code>, else not. And the XOR of such numbers can be proved to be the rangeXOR(firstcount, lastcount). The answer would be the XOR of all these i.e. <code>(XOR of numbers from L to R)^(XOR of numbers from countofx_morethan_L to countofx_till_R)^(k)).</code></p></div>",-1
1214955,1730569239,m3tr0,en,"<div class=""ttypography""><p>Uh, thank you. Yeah, we realized that the first part of the contest didn't turn out so well. I'll try to learn from mistakes</p><p>I hope you find G task interesting too)</p></div>",0
1214956,1730569284,GaiyaMoo,en,"<div class=""ttypography""><p>when you mod x by 2^i, result shouldn't be k</p></div>",2
1214957,1730569326,ariv_l.,en,"<div class=""ttypography""><p>BS?</p></div>",7
1214958,1730569379,m3tr0,en,"<div class=""ttypography""><p>(x % (2^i)) != (k % (2^i))</p><p><a href=""https://en.wikipedia.org/wiki/Modular_arithmetic"">https://en.wikipedia.org/wiki/Modular_arithmetic</a></p></div>",0
1214959,1730569391,Anongoat,en,"<div class=""ttypography""><p>Conclusion No matter the contest people will cry (: </p></div>",0
1214960,1730569429,ariv_l.,en,"<div class=""ttypography""><p>bro,it's DIV 3 let it be for us for beginner.</p></div>",3
1214961,1730569489,blueslime,en,"<div class=""ttypography""><p>Right, my bad. Anyways, I still think that it is a bad choice to put up questions whose 70% logic can be copied from an already-existing source on the internet.</p></div>",0
1214963,1730569605,juliael1,en,"<div class=""ttypography""><p>I think it's the synchronizing thing, I had this kind of issue before. See <a href=""https://codeforces.com/contest/1937/submission/248948976"">this submission with the synchronizing thing</a> giving <code>Idleness limit exceeded</code> and <a href=""https://codeforces.com/contest/1937/submission/248951236"">this submission without the synchronizing thing</a> giving WA (it's an another interactive task). Hope it'll help you. </p></div>",0
1214964,1730569611,Pirate_King,en,"<div class=""ttypography""><p>As a F1 fan i hope Norris locks up into turn 1 tomorrow and comes P11</p></div>",0
1214965,1730569707,Chess.Master,en,"<div class=""ttypography""><p>Yes, but I mean that it needs different topics to cover not just implementation and brute force. <strong>its div.3 not div.4</strong></p></div>",0
1214966,1730569744,abhi_0804,en,"<div class=""ttypography""><p><strong>Problem F</strong> can be solved int just two steps </p> <ol>   <li>Calculate the XOR of numbers in range [L, R]</li>   <li>Determine the first non — interesting <strong>(let it be C)</strong> number greater than or equal to L and then its obvious that all non — interesting numbers will form AP with common difference d = (2 ^ i) . Using this calculate the XOR of the non interesting numbers C , C + d, C + 2d .......... C + kd <strong>(such that c + kd &lt;= R)</strong></li> </ol><p>The final is XOR of values obtained in the above two steps </p><p>The rest lies to calculate the AP XOR efficiently which is same as this ques (<a href=""http://http://poj.org/problem?id=3495"">http://http://poj.org/problem?id=3495</a>)</p></div>",0
1214967,1730569829,risingStark,en,"<div class=""ttypography""><p>Time for me to go back to newbie.</p></div>",0
1214968,1730569859,heWhoCooks,en,"<div class=""ttypography""><p>[ Proof of 2nd Term in the XOR ](<a href=""https://ibb.co/ngNc8Rs""><img alt=""proof-of-given"" border=""0"" src=""/predownloaded/10/2b/102b03f0806ac92d5c82313170287dcd1dcfdf65.jpg"" style=""max-width: 100.0%;max-height: 100.0%;"" /></a>)</p></div>",1
1214972,1730570092,islam231,en,"<div class=""ttypography""><p>What is the intuition behind your solution ? Why do you subtract count of &quot;1100&quot; before change ?</p></div>",0
1214973,1730570136,aslezar,en,"<div class=""ttypography""><p>Thanks, it helped, I got my doubt resolved by this statement from the wiki</p><p><em>The parentheses mean that (mod m) applies to the entire equation, not just to the right-hand side (here, b).</em> </p></div>",0
1214974,1730570181,m3tr0,en,"<div class=""ttypography""><p>Thanks for the criticism. Yeah, the first part of the contest is probably too trivial, and the second part is too difficult for most of the contest participants, although interesting</p><p>If I venture to come up with more problems in the future, I'll try to take into account all the mistakes with this contest</p></div>",17
1214977,1730570356,Chess.Master,en,"<div class=""ttypography""><p>I really appreciate your efforts, It's your first contest as a problem setter, So it's great as a beginning, I am waiting for your next contests. Thanks, a lot</p></div>",3
1214979,1730570403,minuki646,en,"<div class=""ttypography""><p>Based, +1 for the heads up</p></div>",0
1214981,1730570640,ChaosReasonOne,en,"<div class=""ttypography""><p>Never give up, honey.</p></div>",0
1214983,1730570976,um_farouk,en,"<div class=""ttypography""><p>appreciate how you took the feedback. To add, it would have been okay if it's div 4. We look forward to your next one :). P.S: Thanks for showing me I need to work on implementation though lol.</p></div>",0
1214984,1730571070,Agarwal,en,"<div class=""ttypography""><p>Div3s are great contest...</p></div>",-51
