contestId,index,name,type,points,tags,rating
2050,G,Tree Destruction,PROGRAMMING,,"['dfs and similar', 'dp', 'trees']",1900
2050,F,Maximum modulo equality,PROGRAMMING,,"['data structures', 'divide and conquer', 'math', 'number theory']",1700
2050,E,Three Strings,PROGRAMMING,,"['dp', 'implementation', 'strings']",1500
2050,D,Digital string maximization,PROGRAMMING,,"['brute force', 'greedy', 'math', 'strings']",1300
2050,C,Uninteresting Number,PROGRAMMING,,"['brute force', 'dp', 'math']",1200
2050,B,Transfusion,PROGRAMMING,,"['brute force', 'greedy', 'math']",1100
2050,A,Line Breaks,PROGRAMMING,,['implementation'],800
2049,F,MEX OR Mania,PROGRAMMING,2750.0,"['bitmasks', 'brute force', 'data structures', 'dsu', 'implementation']",2700
2049,E,Broken Queries,PROGRAMMING,2250.0,"['binary search', 'bitmasks', 'brute force', 'constructive algorithms', 'implementation', 'interactive']",2400
2049,D,Shift + Esc,PROGRAMMING,1750.0,"['brute force', 'dp']",1900
2049,C,MEX Cycle,PROGRAMMING,1000.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation']",1500
2049,B,pspspsps,PROGRAMMING,750.0,"['brute force', 'constructive algorithms', 'graph matchings', 'implementation']",1300
2049,A,MEX Destruction,PROGRAMMING,500.0,"['greedy', 'implementation']",800
2048,I2,Kevin and Puzzle (Hard Version),PROGRAMMING,3000.0,"['bitmasks', 'fft', 'math']",3500
2048,I1,Kevin and Puzzle (Easy Version),PROGRAMMING,3000.0,['constructive algorithms'],3500
2048,H,Kevin and Strange Operation,PROGRAMMING,2750.0,"['data structures', 'dp']",3100
2048,G,Kevin and Matrices,PROGRAMMING,2250.0,"['brute force', 'combinatorics', 'dp', 'math']",2800
2048,F,Kevin and Math Class,PROGRAMMING,2000.0,"['brute force', 'data structures', 'divide and conquer', 'dp', 'implementation', 'math', 'trees']",2500
2048,E,Kevin and Bipartite Graph,PROGRAMMING,1750.0,"['constructive algorithms', 'graphs', 'greedy']",2000
2048,D,Kevin and Competition Memories,PROGRAMMING,1250.0,"['binary search', 'brute force', 'data structures', 'greedy', 'sortings', 'two pointers']",1600
2048,C,Kevin and Binary Strings,PROGRAMMING,1000.0,"['bitmasks', 'brute force', 'greedy', 'implementation', 'strings']",1200
2048,B,Kevin and Permutation,PROGRAMMING,500.0,"['constructive algorithms', 'greedy']",900
2048,A,Kevin and Combination Lock,PROGRAMMING,250.0,"['brute force', 'greedy', 'implementation', 'math', 'number theory']",800
2047,B,Replace Character,PROGRAMMING,1000.0,"['brute force', 'combinatorics', 'greedy', 'strings']",900
2047,A,Alyona and a Square Jigsaw Puzzle,PROGRAMMING,500.0,"['implementation', 'math']",800
2046,F2,Yandex Cuneiform (Hard Version),PROGRAMMING,2500.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",3500
2046,F1,Yandex Cuneiform (Easy Version),PROGRAMMING,2000.0,"['constructive algorithms', 'data structures', 'greedy']",3300
2046,E2,Cheops and a Contest (Hard Version),PROGRAMMING,1500.0,"['greedy', 'implementation']",3500
2046,E1,Cheops and a Contest (Easy Version),PROGRAMMING,2000.0,"['constructive algorithms', 'greedy']",2900
2046,D,For the Emperor!,PROGRAMMING,2500.0,"['flows', 'graphs']",3100
2046,C,Adventurers,PROGRAMMING,1500.0,"['binary search', 'data structures', 'greedy', 'sortings', 'ternary search', 'two pointers']",2100
2046,B,Move Back at a Cost,PROGRAMMING,750.0,"['binary search', 'data structures', 'greedy', 'sortings']",1600
2046,A,Swap Columns and Find a Path,PROGRAMMING,500.0,"['greedy', 'sortings']",1200
2045,M,Mirror Maze,PROGRAMMING,,"['brute force', 'dfs and similar', 'graphs', 'implementation']",1800
2045,L,Buggy DFS,PROGRAMMING,,['constructive algorithms'],3000
2045,K,GCDDCG,PROGRAMMING,,[],2900
2045,J,Xorderable Array,PROGRAMMING,,"['bitmasks', 'data structures']",2600
2045,I,Microwavable Subsequence,PROGRAMMING,,['data structures'],2100
2045,H,Missing Separators,PROGRAMMING,,"['dp', 'sortings', 'string suffix structures', 'strings']",2200
2045,G,X Aura,PROGRAMMING,,"['graphs', 'math', 'shortest paths']",2200
2045,F,Grid Game 3-angle,PROGRAMMING,,"['games', 'math']",3000
2045,E,Narrower Passageway,PROGRAMMING,,"['combinatorics', 'data structures']",2700
2045,D,Aquatic Dragon,PROGRAMMING,,[],3500
2045,C,Saraga,PROGRAMMING,,"['greedy', 'strings']",1400
2045,B,ICPC Square,PROGRAMMING,,"['math', 'number theory']",2000
2045,A,Scrambled Scrabble,PROGRAMMING,,"['brute force', 'greedy']",1700
2044,H,Hard Demon Problem,PROGRAMMING,,"['constructive algorithms', 'data structures', 'dp', 'implementation', 'math']",2100
2044,G2,Medium Demon Problem (hard version),PROGRAMMING,,"['dfs and similar', 'dp', 'dsu', 'graphs', 'implementation', 'trees']",1900
2044,G1,Medium Demon Problem (easy version),PROGRAMMING,,"['dfs and similar', 'graph matchings', 'graphs', 'implementation', 'trees']",1700
2044,F,Easy Demon Problem,PROGRAMMING,,"['binary search', 'brute force', 'data structures', 'math', 'number theory']",1900
2044,E,Insane Problem,PROGRAMMING,,"['binary search', 'greedy', 'implementation', 'math', 'number theory']",1300
2044,D,Harder Problem,PROGRAMMING,,"['constructive algorithms', 'greedy', 'math']",1100
2044,C,Hard Problem,PROGRAMMING,,"['greedy', 'math']",800
2044,B,Normal Problem,PROGRAMMING,,"['implementation', 'strings']",800
2044,A,Easy Problem,PROGRAMMING,,"['brute force', 'math']",800
2043,G,Problem with Queries,PROGRAMMING,,"['brute force', 'data structures', 'implementation']",
2043,F,Nim,PROGRAMMING,,"['bitmasks', 'brute force', 'combinatorics', 'dp', 'games', 'greedy', 'implementation', 'shortest paths']",
2043,E,Matrix Transformation,PROGRAMMING,,"['bitmasks', 'brute force', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'implementation']",
2043,D,Problem about GCD,PROGRAMMING,,"['brute force', 'flows', 'math', 'number theory']",
2043,C,Sums on Segments,PROGRAMMING,,"['binary search', 'brute force', 'data structures', 'dp', 'greedy', 'math']",
2043,B,Digits,PROGRAMMING,,"['math', 'number theory']",
2043,A,Coin Transformation,PROGRAMMING,,"['brute force', 'math']",
2042,F,Two Subarrays,PROGRAMMING,,"['data structures', 'dp', 'implementation', 'matrices']",2600
2042,E,Vertex Pairs,PROGRAMMING,,"['binary search', 'brute force', 'data structures', 'dfs and similar', 'divide and conquer', 'greedy', 'implementation', 'trees']",2900
2042,D,Recommendations,PROGRAMMING,,"['data structures', 'implementation', 'sortings', 'two pointers']",1900
2042,C,Competitive Fishing,PROGRAMMING,,['greedy'],1800
2042,B,Game with Colored Marbles,PROGRAMMING,,"['games', 'greedy']",900
2042,A,Greedy Monocarp,PROGRAMMING,,"['greedy', 'sortings']",800
2041,N,Railway Construction,PROGRAMMING,,[],3300
2041,M,Selection Sort,PROGRAMMING,,"['binary search', 'data structures', 'greedy', 'two pointers']",2000
2041,L,Building Castle,PROGRAMMING,,[],2900
2041,K,Trophic Balance Species,PROGRAMMING,,"['binary search', 'brute force', 'dfs and similar', 'graphs']",3100
2041,J,Bottle Arrangement,PROGRAMMING,,"['data structures', 'divide and conquer', 'dp', 'dsu', 'greedy']",2700
2041,I,Auto Complete,PROGRAMMING,,"['binary search', 'data structures', 'hashing', 'implementation', 'sortings', 'strings', 'trees']",2300
2041,H,Sheet Music,PROGRAMMING,,"['combinatorics', 'dp', 'math']",2300
2041,G,Grid Game,PROGRAMMING,,[],3100
2041,F,Segmentation Folds,PROGRAMMING,,"['brute force', 'dfs and similar', 'number theory']",2400
2041,E,Beautiful Array,PROGRAMMING,,"['constructive algorithms', 'math']",1200
2041,D,Drunken Maze,PROGRAMMING,,"['brute force', 'dfs and similar', 'graphs', 'shortest paths']",1700
2041,C,Cube,PROGRAMMING,,"['bitmasks', 'dfs and similar', 'dp']",2000
2041,B,Bowling Frame,PROGRAMMING,,"['binary search', 'brute force', 'math']",1200
2041,A,The Bento Box Adventure,PROGRAMMING,,"['implementation', 'sortings']",1300
2040,F,Number of Cubes,PROGRAMMING,2750.0,"['combinatorics', 'dp', 'math', 'number theory']",2700
2040,E,Control of Randomness,PROGRAMMING,2250.0,"['combinatorics', 'dfs and similar', 'dp', 'graphs', 'greedy', 'math', 'probabilities', 'trees']",2100
2040,D,Non Prime Tree,PROGRAMMING,2000.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'greedy', 'number theory', 'trees', 'two pointers']",1900
2040,C,Ordered Permutations,PROGRAMMING,1500.0,"['bitmasks', 'combinatorics', 'constructive algorithms', 'greedy', 'math', 'two pointers']",1600
2040,B,Paint a Strip,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy', 'math']",1000
2040,A,Game of Division,PROGRAMMING,500.0,"['games', 'math']",800
2039,H2,Cool Swap Walk (Hard Version),PROGRAMMING,2500.0,"['constructive algorithms', 'constructive algorithms', 'constructive algorithms', 'implementation', 'sortings']",3500
2039,H1,Cool Swap Walk (Easy Version),PROGRAMMING,2250.0,"['constructive algorithms', 'implementation', 'sortings']",3500
2039,G,Shohag Loves Pebae,PROGRAMMING,4250.0,"['math', 'number theory']",3500
2039,F2,Shohag Loves Counting (Hard Version),PROGRAMMING,2000.0,"['dp', 'number theory']",3200
2039,F1,Shohag Loves Counting (Easy Version),PROGRAMMING,2000.0,"['combinatorics', 'dp', 'math', 'number theory']",2800
2039,E,Shohag Loves Inversions,PROGRAMMING,2750.0,"['combinatorics', 'dp', 'implementation', 'math']",2200
2039,D,Shohag Loves GCD,PROGRAMMING,2000.0,"['constructive algorithms', 'greedy', 'math', 'number theory']",1700
2039,C2,Shohag Loves XOR (Hard Version),PROGRAMMING,1500.0,"['bitmasks', 'brute force', 'math', 'number theory']",1800
2039,C1,Shohag Loves XOR (Easy Version),PROGRAMMING,1000.0,"['bitmasks', 'brute force', 'math', 'number theory']",1200
2039,B,Shohag Loves Strings,PROGRAMMING,1000.0,"['constructive algorithms', 'greedy', 'implementation', 'strings']",1000
2039,A,Shohag Loves Mod,PROGRAMMING,500.0,"['constructive algorithms', 'number theory']",800
2038,N,Fixing the Expression,PROGRAMMING,,['implementation'],800
2038,M,Royal Flush,PROGRAMMING,,"['dp', 'implementation']",2800
2038,L,Bridge Renovation,PROGRAMMING,,"['brute force', 'dp', 'greedy', 'math', 'two pointers']",1400
2038,K,Grid Walk,PROGRAMMING,,"['brute force', 'dp', 'greedy', 'math', 'number theory']",2100
2038,J,Waiting for...,PROGRAMMING,,"['greedy', 'implementation']",800
2038,I,Polyathlon,PROGRAMMING,,"['binary search', 'data structures', 'hashing', 'string suffix structures', 'strings']",2500
2038,H,Galactic Council,PROGRAMMING,,['flows'],3000
2038,G,Guess One Character,PROGRAMMING,,"['constructive algorithms', 'implementation', 'interactive']",1900
2038,F,Alternative Platforms,PROGRAMMING,,"['combinatorics', 'data structures', 'fft', 'math', 'sortings']",2500
2038,E,Barrels,PROGRAMMING,,"['data structures', 'greedy', 'math']",2900
2038,D,Divide OR Conquer,PROGRAMMING,,"['binary search', 'bitmasks', 'data structures', 'dp', 'implementation']",2400
2038,C,DIY,PROGRAMMING,,"['data structures', 'geometry', 'greedy', 'sortings']",1400
2038,B,Make It Equal,PROGRAMMING,,"['binary search', 'brute force', 'greedy', 'math']",2100
2038,A,Bonus Project,PROGRAMMING,,"['games', 'greedy']",1400
2037,G,Natlan Exploring,PROGRAMMING,,"['bitmasks', 'combinatorics', 'data structures', 'dp', 'math', 'number theory']",2000
2037,F,Ardent Flames,PROGRAMMING,,"['binary search', 'data structures', 'math', 'sortings', 'two pointers']",2100
2037,E,Kachina's Favorite Binary String,PROGRAMMING,,"['dp', 'greedy', 'interactive', 'two pointers']",1600
2037,D,Sharky Surfing,PROGRAMMING,,"['data structures', 'greedy', 'two pointers']",1300
2037,C,Superultra's Favorite Permutation,PROGRAMMING,,"['constructive algorithms', 'greedy', 'math', 'number theory']",1000
2037,B,Intercepted Inputs,PROGRAMMING,,"['brute force', 'implementation']",800
2037,A,Twice,PROGRAMMING,,['implementation'],800
2036,G,Library of Magic,PROGRAMMING,,"['binary search', 'constructive algorithms', 'divide and conquer', 'interactive', 'math', 'number theory']",2200
2036,F,XORificator 3000,PROGRAMMING,,"['bitmasks', 'dp', 'number theory', 'two pointers']",1900
2036,E,Reverse the Rivers,PROGRAMMING,,"['binary search', 'constructive algorithms', 'data structures', 'greedy']",1600
2036,D,I Love 1543,PROGRAMMING,,"['brute force', 'implementation', 'matrices']",1300
2036,C,Anya and 1100,PROGRAMMING,,"['brute force', 'implementation']",1100
2036,B,Startup,PROGRAMMING,,"['greedy', 'sortings']",800
2036,A,Quintomania,PROGRAMMING,,['implementation'],800
2035,H,Peak Productivity Forces,PROGRAMMING,4500.0,['constructive algorithms'],3500
2035,G2,Go Learn! (Hard Version),PROGRAMMING,2000.0,"['divide and conquer', 'dp']",3500
2035,G1,Go Learn! (Easy Version),PROGRAMMING,2250.0,"['dp', 'trees']",3300
2035,F,Tree Operations,PROGRAMMING,2250.0,"['binary search', 'brute force', 'dfs and similar', 'dp', 'trees']",2500
2035,E,Monster,PROGRAMMING,2000.0,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'ternary search']",2300
2035,D,Yet Another Real Number Problem,PROGRAMMING,1500.0,"['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'math']",1800
2035,C,Alya and Permutation,PROGRAMMING,1000.0,"['bitmasks', 'constructive algorithms', 'math']",1400
2035,B,Everyone Loves Tres,PROGRAMMING,500.0,"['constructive algorithms', 'greedy', 'math', 'number theory']",900
2035,A,Sliding,PROGRAMMING,250.0,"['implementation', 'math']",800
2034,H,Rayan vs. Rayaneh,PROGRAMMING,5000.0,"['brute force', 'dfs and similar', 'dp', 'number theory']",3300
2034,G2,Simurgh's Watch (Hard Version),PROGRAMMING,3000.0,"['greedy', 'implementation']",3500
2034,G1,Simurgh's Watch (Easy Version),PROGRAMMING,3000.0,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",3500
2034,F2,Khayyam's Royal Decree (Hard Version),PROGRAMMING,2000.0,"['combinatorics', 'dp', 'math', 'sortings']",2800
2034,F1,Khayyam's Royal Decree (Easy Version),PROGRAMMING,2000.0,"['combinatorics', 'dp', 'math', 'sortings']",2500
2034,E,Permutations Harmony,PROGRAMMING,2000.0,"['combinatorics', 'constructive algorithms', 'greedy', 'hashing', 'math']",2200
2034,D,Darius' Wisdom,PROGRAMMING,1500.0,"['constructive algorithms', 'greedy', 'implementation', 'sortings']",1600
2034,C,Trapped in the Witch's Labyrinth,PROGRAMMING,1500.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'implementation']",1400
2034,B,Rakhsh's Revival,PROGRAMMING,750.0,"['data structures', 'greedy', 'implementation', 'two pointers']",1000
2034,A,King Keykhosrow's Mystery,PROGRAMMING,500.0,"['brute force', 'chinese remainder theorem', 'math', 'number theory']",800
2033,G,Sakurako and Chefir,PROGRAMMING,,"['data structures', 'dfs and similar', 'dp', 'greedy', 'trees']",2200
2033,F,Kosuke's Sloth,PROGRAMMING,,"['brute force', 'math', 'number theory']",1800
2033,E,"Sakurako, Kosuke, and the Permutation",PROGRAMMING,,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math']",1400
2033,D,Kousuke's Assignment,PROGRAMMING,,"['data structures', 'dp', 'dsu', 'greedy', 'math']",1300
2033,C,Sakurako's Field Trip,PROGRAMMING,,"['dp', 'greedy', 'two pointers']",1400
2033,B,Sakurako and Water,PROGRAMMING,,"['brute force', 'constructive algorithms', 'greedy']",900
2033,A,Sakurako and Kosuke,PROGRAMMING,,"['constructive algorithms', 'implementation', 'math']",800
2032,F,Peanuts,PROGRAMMING,3000.0,"['combinatorics', 'dp', 'games', 'math']",2700
2032,E,Balanced,PROGRAMMING,2250.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']",2400
2032,D,Genokraken,PROGRAMMING,1750.0,"['constructive algorithms', 'data structures', 'graphs', 'greedy', 'implementation', 'interactive', 'trees', 'two pointers']",1800
2032,C,Trinity,PROGRAMMING,1250.0,"['binary search', 'math', 'sortings', 'two pointers']",1400
2032,B,Medians,PROGRAMMING,750.0,"['constructive algorithms', 'greedy', 'implementation', 'math']",1100
2032,A,Circuit,PROGRAMMING,500.0,"['greedy', 'implementation', 'math', 'number theory']",800
2031,F,Penchick and Even Medians,PROGRAMMING,3000.0,"['binary search', 'constructive algorithms', 'interactive', 'probabilities']",2800
2031,E,Penchick and Chloe's Trees,PROGRAMMING,2500.0,"['data structures', 'dfs and similar', 'dp', 'greedy', 'implementation', 'math', 'sortings', 'trees']",2100
2031,D,Penchick and Desert Rabbit,PROGRAMMING,2000.0,"['binary search', 'data structures', 'dfs and similar', 'dp', 'dsu', 'greedy', 'implementation', 'two pointers']",1700
2031,C,Penchick and BBQ Buns,PROGRAMMING,1500.0,"['constructive algorithms', 'math', 'number theory']",1300
2031,B,Penchick and Satay Sticks,PROGRAMMING,1000.0,"['brute force', 'greedy', 'sortings']",900
2031,A,Penchick and Modern Monument,PROGRAMMING,500.0,"['constructive algorithms', 'dp', 'greedy', 'math']",800
2030,G2,The Destruction of the Universe (Hard Version),PROGRAMMING,1500.0,"['combinatorics', 'math']",3100
2030,G1,The Destruction of the Universe (Easy Version),PROGRAMMING,3000.0,"['combinatorics', 'greedy', 'math']",2900
2030,F,Orangutan Approved Subarrays,PROGRAMMING,2500.0,"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']",2400
2030,E,MEXimize the Score,PROGRAMMING,2000.0,"['combinatorics', 'data structures', 'dp', 'greedy', 'implementation', 'math']",2200
2030,D,QED's Favorite Permutation,PROGRAMMING,1500.0,"['data structures', 'implementation', 'sortings']",1700
2030,C,A TRUE Battle,PROGRAMMING,1000.0,"['brute force', 'games', 'greedy']",1100
2030,B,Minimise Oneness,PROGRAMMING,500.0,"['combinatorics', 'constructive algorithms', 'games', 'math']",800
2030,A,A Gift From Orangutan,PROGRAMMING,250.0,"['constructive algorithms', 'greedy', 'math', 'sortings']",800
2029,I,Variance Challenge,PROGRAMMING,5500.0,"['flows', 'graphs', 'greedy']",3400
2029,H,Message Spread,PROGRAMMING,5000.0,"['bitmasks', 'brute force', 'combinatorics', 'dp']",3500
2029,G,Balanced Problem,PROGRAMMING,3500.0,"['data structures', 'dp']",3000
2029,F,Palindrome Everywhere,PROGRAMMING,3000.0,"['constructive algorithms', 'graphs', 'greedy']",2500
2029,E,Common Generator,PROGRAMMING,2500.0,"['brute force', 'constructive algorithms', 'math', 'number theory']",2100
2029,D,Cool Graph,PROGRAMMING,2250.0,"['constructive algorithms', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'trees']",1900
2029,C,New Rating,PROGRAMMING,1750.0,"['binary search', 'data structures', 'dp', 'greedy']",1700
2029,B,Replacement,PROGRAMMING,1250.0,"['constructive algorithms', 'games', 'strings']",1100
2029,A,Set,PROGRAMMING,750.0,"['greedy', 'math']",800
2028,F,Alice's Adventures in Addition,PROGRAMMING,2500.0,"['bitmasks', 'brute force', 'dp', 'implementation']",2700
2028,E,Alice's Adventures in the Rabbit Hole,PROGRAMMING,2000.0,"['combinatorics', 'dfs and similar', 'dp', 'games', 'greedy', 'math', 'probabilities', 'trees']",2300
2028,D,Alice's Adventures in Cards,PROGRAMMING,1750.0,"['constructive algorithms', 'data structures', 'dp', 'graphs', 'greedy', 'implementation', 'ternary search']",2000
2028,C,Alice's Adventures in Cutting Cake,PROGRAMMING,1500.0,"['binary search', 'dp', 'greedy', 'two pointers']",1600
2028,B,Alice's Adventures in Permuting,PROGRAMMING,1000.0,"['binary search', 'implementation', 'math']",1400
2028,A,Alice's Adventures in ''Chess'',PROGRAMMING,500.0,"['brute force', 'implementation', 'math']",900
2027,E2,Bit Game (Hard Version),PROGRAMMING,1000.0,"['bitmasks', 'dp', 'math']",3100
2027,E1,Bit Game (Easy Version),PROGRAMMING,2000.0,"['bitmasks', 'brute force', 'games', 'math']",2800
2027,D2,The Endspeaker (Hard Version),PROGRAMMING,1000.0,"['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'two pointers']",2200
2027,D1,The Endspeaker (Easy Version),PROGRAMMING,1250.0,"['binary search', 'dp', 'graphs', 'greedy', 'implementation', 'two pointers']",1700
2027,C,Add Zeros,PROGRAMMING,1250.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'graphs', 'greedy']",1500
2027,B,Stalin Sort,PROGRAMMING,1000.0,"['brute force', 'greedy']",1100
2027,A,Rectangle Arrangement,PROGRAMMING,500.0,"['geometry', 'implementation', 'math']",800
2026,F,Bermart Ice Cream,PROGRAMMING,,"['data structures', 'dfs and similar', 'divide and conquer', 'dp', 'implementation', 'trees']",2700
2026,E,Best Subsequence,PROGRAMMING,,"['bitmasks', 'dfs and similar', 'flows', 'graph matchings', 'graphs']",2500
2026,D,Sums of Segments,PROGRAMMING,,"['binary search', 'data structures', 'dp', 'implementation', 'math']",1900
2026,C,Action Figures,PROGRAMMING,,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']",1500
2026,B,Black Cells,PROGRAMMING,,"['binary search', 'brute force', 'constructive algorithms', 'greedy']",1300
2026,A,Perpendicular Segments,PROGRAMMING,,"['constructive algorithms', 'geometry', 'greedy', 'math']",900
2025,G,Variable Damage,PROGRAMMING,,"['data structures', 'flows']",3000
2025,F,Choose Your Queries,PROGRAMMING,,"['constructive algorithms', 'dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",2700
2025,E,Card Game,PROGRAMMING,,"['combinatorics', 'dp', 'fft', 'greedy', 'math']",2200
2025,D,Attribute Checks,PROGRAMMING,,"['brute force', 'data structures', 'dp', 'implementation', 'math', 'two pointers']",1800
2025,C,New Game,PROGRAMMING,,"['binary search', 'brute force', 'greedy', 'implementation', 'sortings', 'two pointers']",1300
2025,B,"Binomial Coefficients, Kind Of",PROGRAMMING,,"['combinatorics', 'dp', 'math']",1100
2025,A,Two Screens,PROGRAMMING,,"['binary search', 'greedy', 'strings', 'two pointers']",800
2024,B,Buying Lemonade,PROGRAMMING,1000.0,"['binary search', 'constructive algorithms', 'sortings']",1100
2024,A,Profitable Interest Rate,PROGRAMMING,500.0,"['greedy', 'math']",800
2023,F,Hills and Pits,PROGRAMMING,3000.0,"['data structures', 'greedy', 'math', 'matrices']",3500
2023,E,Tree of Life,PROGRAMMING,2750.0,"['dp', 'greedy', 'trees']",3300
2023,D,Many Games,PROGRAMMING,2250.0,"['brute force', 'dp', 'greedy', 'math', 'probabilities']",2900
2023,C,C+K+S,PROGRAMMING,1500.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'hashing', 'implementation', 'strings']",2400
2023,B,Skipping,PROGRAMMING,1000.0,"['binary search', 'dp', 'graphs', 'shortest paths']",1700
2023,A,Concatenation of Arrays,PROGRAMMING,500.0,"['constructive algorithms', 'greedy', 'math', 'sortings']",1300
2022,E2,Billetes MX (Hard Version),PROGRAMMING,1000.0,"['binary search', 'combinatorics', 'data structures', 'dsu', 'graphs']",2600
2022,E1,Billetes MX (Easy Version),PROGRAMMING,2250.0,"['2-sat', 'binary search', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2500
2022,D2,Asesino (Hard Version),PROGRAMMING,2000.0,"['constructive algorithms', 'dp', 'interactive']",2700
2022,D1,Asesino (Easy Version),PROGRAMMING,1750.0,"['binary search', 'brute force', 'constructive algorithms', 'implementation', 'interactive']",1900
2022,C,Gerrymandering,PROGRAMMING,1750.0,"['dp', 'implementation']",1800
2022,B,Kar Salesman,PROGRAMMING,1000.0,"['binary search', 'greedy', 'math']",1300
2022,A,Bus to Pénjamo,PROGRAMMING,750.0,"['constructive algorithms', 'greedy', 'implementation', 'math']",800
2021,E3,Digital Village (Extreme Version),PROGRAMMING,1000.0,"['data structures', 'dfs and similar', 'dp', 'dsu', 'graphs', 'greedy', 'math', 'trees']",2800
2021,E2,Digital Village (Hard Version),PROGRAMMING,750.0,"['data structures', 'dp', 'dsu', 'graphs', 'math', 'trees']",2500
2021,E1,Digital Village (Easy Version),PROGRAMMING,1750.0,"['brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'fft', 'graphs', 'greedy', 'implementation', 'math', 'trees']",2300
2021,D,"Boss, Thirsty",PROGRAMMING,2500.0,"['dp', 'greedy', 'implementation']",2500
2021,C2,Adjust The Presentation (Hard Version),PROGRAMMING,1000.0,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'sortings']",1900
2021,C1,Adjust The Presentation (Easy Version),PROGRAMMING,750.0,"['constructive algorithms', 'greedy']",1300
2021,B,Maximize Mex,PROGRAMMING,750.0,"['brute force', 'greedy', 'math', 'number theory']",1200
